sim,terminal_pnl,max_dd,worst_20d,ruin_200,ruin_300,ruin_500,ruin_750,ruin_1000,ruin_1500,ruin_2000
170,2397.3775090993554,-322.85914518775894,-283.7052393130168,0,0,0,0,0,0,0
171,-446.4214325502983,-935.0124439101248,-224.60188855101413,1,1,1,1,0,0,0
172,1543.1656511785582,-836.4610682910047,-205.06930462999998,1,0,0,0,0,0,0
173,1460.6327690771793,-454.6019666193813,-229.7382609372658,0,0,0,0,0,0,0
174,-590.7636675330954,-788.552205302767,-253.65077776396373,1,1,1,0,0,0,0
175,-1381.9045517999025,-1883.1694671736448,-254.48278662047437,1,1,1,1,1,1,0
176,-1531.7546615724314,-1767.4463968382472,-235.32443546020488,1,1,1,1,1,1,0
177,-155.25795856326835,-1082.7683344848704,-251.15213871031787,1,1,1,1,1,0,0
178,-1821.7107765852522,-2366.5328529746926,-229.73826093726578,1,1,1,1,1,1,1
179,1133.5482311248156,-515.2407560483481,-251.8725317665835,0,0,0,0,0,0,0
180,-1183.6312311928225,-1610.439171960031,-218.6644667170684,1,1,1,1,1,1,0
181,417.14862806594425,-605.8951610185879,-238.64766056669245,0,0,0,0,0,0,0
182,-1685.3993421535968,-2060.3484621014163,-254.48278662047431,1,1,1,1,1,1,0
183,335.93937076995877,-1224.109902308884,-257.0857380489746,1,1,0,0,0,0,0
184,-1000.4138204335306,-1763.222788711902,-257.0857380489746,1,1,1,1,1,1,0
185,-318.0045156672046,-1029.545049878483,-257.08573804897463,1,1,0,0,0,0,0
186,-1038.8074812725772,-1349.7555231816998,-254.48278662047434,1,1,1,1,1,0,0
187,-735.6105155250127,-1168.2352510585656,-228.1532574879158,1,1,1,1,0,0,0
188,-1776.9847938595271,-2112.046918264291,-253.65077776396382,1,1,1,1,1,1,0
189,1625.9967730078633,-709.1114229110796,-251.1521387103179,1,1,1,0,0,0,0
190,405.6449179175083,-821.0628364548082,-205.06930463,1,1,0,0,0,0,0
191,387.80958487020473,-960.9513304220045,-226.79185669999998,1,1,0,0,0,0,0
